address,bedroom_count,district,epc_score,habitable_surface,immo_status,immocode,land_surface,municipality,plot_area,postalcode,price,price_per_sqmeter,province,region,room_count,subtype,type
Mechelsevest  22,3,24000,D,115,FOR_SALE,10601838,,Leuven,115,3000,430000,3739,20001,2000,4,APARTMENT,APARTMENT
"Kromme-Elleboogstraat  3,4",1,11002,C,60,FOR_SALE,10699968,,11002,60,2000,212500,3542,11002,2000,2,APARTMENT,APARTMENT
"Zouavenplein  7,",3,38000,C,92,FOR_SALE,10701390,,Koksijde,92,8670,495000,5380,30000,2000,4,DUPLEX,APARTMENT
Vlaanderenstraat  18,3,38000,F,115,FOR_SALE,10701242,,Nieuwpoort,115,8620,569000,4948,30000,2000,4,APARTMENT,APARTMENT
De Wielingen  1,3,31000,D,89,FOR_SALE,10685684,,Knokke-Heist,89,8300,1299000,14596,30000,2000,4,APARTMENT,APARTMENT
KONINGIN ASTRIDPLEIN  36,2,43000,F,115,FOR_SALE,10606222,,EEKLO,115,9900,249000,2165,40000,2000,3,APARTMENT,APARTMENT
None  None,2,21000,D,86,FOR_SALE,10673920,,Bruxelles,86,1000,250000,2907,400001,4000,3,APARTMENT,APARTMENT
None  None,1,21000,F,65,FOR_SALE,10422234,,Forest,65,1190,250000,3846,400001,4000,2,APARTMENT,APARTMENT
Weverijstraat  1,2,33000,E,95,FOR_SALE,10396976,,Ieper,95,8900,250000,2632,30000,2000,1,APARTMENT,APARTMENT
None  None,1,21000,F,80,FOR_SALE,10590508,,Ixelles,80,1050,395000,4938,400001,4000,2,APARTMENT,APARTMENT
Vlasmarkt  27,1,42000,D,77,FOR_SALE,10591943,,Dendermonde,77,9200,399000,5182,40000,2000,2,SERVICE_FLAT,APARTMENT
Vlasmarkt  27,1,42000,D,77,FOR_SALE,10586725,,Dendermonde,77,9200,399000,5182,40000,2000,2,SERVICE_FLAT,APARTMENT
"Avenue Reine Astrid  7,1",2,25072,F,165,FOR_SALE,10259291,,Ottignies-Louvain-la-Neuve,165,1340,445000,2697,20002,3000,3,APARTMENT,APARTMENT
None  None,2,21000,E,102,FOR_SALE,10557324,,Woluwe-Saint-Pierre,102,1150,435000,4265,400001,4000,3,GROUND_FLOOR,APARTMENT
Auwegemvaart  17,2,12000,F,119,FOR_SALE,10641604,,Mechelen,119,2800,438000,3681,11002,2000,3,DUPLEX,APARTMENT
None  None,2,11002,B,168,FOR_SALE,10551541,,11002en Berchem,168,2600,440000,2619,11002,2000,3,APARTMENT,APARTMENT
None  None,2,11002,F,89,FOR_SALE,10537042,,11002,89,2050,445000,5000,11002,2000,3,APARTMENT,APARTMENT
Zeedijk  329,2,38000,F,60,FOR_SALE,10384263,,Koksijde,60,8670,445000,7417,30000,2000,3,APARTMENT,APARTMENT
"Felicien Ropsweg  5,04.02",0,38000,D,38,FOR_SALE,10616609,,Koksijde,38,8670,125000,3289,30000,2000,1,FLAT_STUDIO,APARTMENT
Rue Mermer  20,1,63000,E,60,FOR_SALE,10632457,,Welkenraedt,60,4840,135000,2250,62000,3000,2,GROUND_FLOOR,APARTMENT
Warschaustraat  26,0,35013,F,32,FOR_SALE,10422527,,35013e,32,8400,135000,4219,30000,2000,1,FLAT_STUDIO,APARTMENT
Van Breestraat  17,1,11002,E,39,FOR_SALE,10241708,,11002,39,2018,142000,3641,11002,2000,2,KOT,APARTMENT
Kerkstraat  21,3,35013,E,124,FOR_SALE,9552581,,Gistel,124,8470,345000,2782,30000,2000,4,APARTMENT,APARTMENT
None  None,3,21000,F,143,FOR_SALE,10659980,,Watermael-Boitsfort,143,1170,349000,2441,400001,4000,4,APARTMENT,APARTMENT
Rue Lambert Dewonck  33,3,62000,A,201,FOR_SALE,10519940,,Alleur,201,4432,349000,1736,62000,3000,4,DUPLEX,APARTMENT
"Aard  6,0101",3,42000,D,150,FOR_SALE,10466389,,Wetteren,150,9230,349000,2327,40000,2000,4,TRIPLEX,APARTMENT
None  None,1,21000,F,65,FOR_SALE,10434653,,Auderghem,65,1160,350000,5385,400001,4000,2,GROUND_FLOOR,APARTMENT
None  None,2,21000,C,115,FOR_SALE,10641749,,Etterbeek,115,1040,560000,4870,400001,4000,3,PENTHOUSE,APARTMENT
"Marie-Joséstraat  7,3E",2,31000,D,64,FOR_SALE,10385459,,Knokke-Zoute,64,8300,565000,8828,30000,2000,3,APARTMENT,APARTMENT
"Marie-Joséstraat  7,3E",2,31000,E,64,FOR_SALE,10058676,,Knokke-Zoute,64,8300,565000,8828,30000,2000,3,APARTMENT,APARTMENT
Kursaalstraat  19,3,31000,D,120,FOR_SALE,10133511,,Heist-aan-Zee,120,8301,565000,4708,30000,2000,4,APARTMENT,APARTMENT
Lippenslaan  336,2,31000,C,106,FOR_SALE,10170712,,Knokke,106,8300,695000,6557,30000,2000,3,DUPLEX,APARTMENT
None  None,2,11002,F,160,FOR_SALE,10613940,,11002,160,2000,698000,4362,11002,2000,3,APARTMENT,APARTMENT
"Rue des Chardons  0,0",4,21000,F,236,FOR_SALE,10675330,,Schaerbeek,236,1030,700000,2966,400001,4000,5,PENTHOUSE,APARTMENT
None  None,3,31000,C,92,FOR_SALE,10645670,,Knokke-Heist,92,8300,995000,10815,30000,2000,4,APARTMENT,APARTMENT
Franklin Rooseveltlaan  125,3,44000,B,128,FOR_SALE,10678507,,Gent,128,9000,495000,3867,40000,2000,4,APARTMENT,APARTMENT
Karel Deswertlaan  3,1,31000,D,60,FOR_SALE,10701175,,Blankenberge,60,8370,215000,3583,30000,2000,2,APARTMENT,APARTMENT
Nestor de Tièrestraat  91,1,45000,B,54,FOR_SALE,10699843,,Oudenaarde,54,9700,135000,2500,40000,2000,2,APARTMENT,APARTMENT
Hoogstraat  64,1,41000,C,48,FOR_SALE,10698182,,Haaltert,48,9450,139000,2896,40000,2000,2,APARTMENT,APARTMENT
Rue de Lillois  None,3,25072,C,112,FOR_SALE,10697194,,Lillois-Witterzée,112,1428,525000,4688,20002,3000,4,APARTMENT,APARTMENT
Rue de Lillois  None,3,25072,D,116,FOR_SALE,10697179,,Braine-l'Alleud,116,1420,528000,4552,20002,3000,4,APARTMENT,APARTMENT
Rue de Lillois  None,3,25072,E,116,FOR_SALE,10697187,,Ophain-Bois-Seigneur-Isaac,116,1421,528000,4552,20002,3000,4,APARTMENT,APARTMENT
None  None,2,21000,F,93,FOR_SALE,10558998,,Uccle,93,1180,295000,3172,400001,4000,3,APARTMENT,APARTMENT
Kattestraat  2A,2,12000,E,85,FOR_SALE,10616213,,Lier,85,2500,295000,3471,11002,2000,3,APARTMENT,APARTMENT
Aandorenstraat  29,3,24000,C,143,FOR_SALE,10572707,,Tienen,143,3300,295000,2063,20001,2000,4,DUPLEX,APARTMENT
None  None,2,53053,E,90,FOR_SALE,10084483,,PÂTURAGES,90,7340,295000,3278,50000,3000,3,PENTHOUSE,APARTMENT
"Ierspad  4,1",3,31000,C,117,FOR_SALE,10496292,,Knokke-Zoute,117,8300,2125000,18162,30000,2000,4,APARTMENT,APARTMENT
Sylvain Dupuisstraat  1,3,31000,B,95,FOR_SALE,10204012,,Knokke-Heist,95,8300,2195000,23105,30000,2000,4,APARTMENT,APARTMENT
Quai de Rome  108,1,62000,A,69,FOR_SALE,10705897,,62000,69,4000,231000,3348,62000,3000,2,APARTMENT,APARTMENT
Quai de Rome  108,1,62000,A,69,FOR_SALE,10705896,,62000,69,4000,233000,3377,62000,3000,2,APARTMENT,APARTMENT
Quai de Rome  108,1,62000,A,75,FOR_SALE,10705886,,62000,75,4000,241000,3213,62000,3000,2,APARTMENT,APARTMENT
Aarschotsesteenweg  157B,1,24000,F,70,FOR_SALE,10704341,,Wezemaal,70,3111,260000,3714,20001,2000,2,APARTMENT,APARTMENT
Dendermondsesteenweg  48B,2,44000,C,135,FOR_SALE,10704268,,Gent,135,9000,514000,3807,40000,2000,3,PENTHOUSE,APARTMENT
Avenue Albert  1,2,63000,B,133,FOR_SALE,10692961,,Spa,133,4900,585000,4398,62000,3000,3,GROUND_FLOOR,APARTMENT
None  None,2,21000,C,105,FOR_SALE,10690775,,Evere,105,1140,269000,2562,400001,4000,3,APARTMENT,APARTMENT
Cyriel de grootelaan  38,1,35013,F,40,FOR_SALE,10691423,,Middelkerke,40,8430,137000,3425,30000,2000,2,FLAT_STUDIO,APARTMENT
None  None,0,21000,C,34,FOR_SALE,10692193,,Woluwe-Saint-Lambert,34,1200,175000,5147,400001,4000,1,FLAT_STUDIO,APARTMENT
Jan de Windtstraat  59,2,41000,E,85,FOR_SALE,10691984,,Aalst,85,9300,199000,2341,40000,2000,3,APARTMENT,APARTMENT
Stadsvest  51,2,24000,C,90,FOR_SALE,10690353,,Leuven,90,3012,287000,3189,20001,2000,3,APARTMENT,APARTMENT
Chaussée de Wavre  441,3,25072,B,110,FOR_SALE,10692022,,Grez-Doiceau,110,1390,350000,3182,20002,3000,4,APARTMENT,APARTMENT
Breeersteenweg  268,3,72000,E,145,FOR_SALE,10656749,,Kinrooi,145,3640,238000,1641,70000,2000,4,DUPLEX,APARTMENT
Rue de Piétrain  14,2,25072,B,75,FOR_SALE,10603113,,Jodoigne,75,1370,239000,3187,20002,3000,3,APARTMENT,APARTMENT
Ergo-De Waellaan  28,2,11002,D,84,FOR_SALE,10566893,,Deurne-Zuid,84,2100,239000,2845,11002,2000,3,APARTMENT,APARTMENT
Kapelstraat  52,3,35013,B,82,FOR_SALE,10457468,,Bredene,82,8450,239000,2915,30000,2000,4,APARTMENT,APARTMENT
Dorpsstraat  84,3,71000,D,131,FOR_SALE,10455665,,Heusden-Zolder,131,3550,240000,1832,70000,2000,4,DUPLEX,APARTMENT
Rue du Nord  50-52,1,21000,B,59,FOR_SALE,10653689,,Bruxelles,59,1000,200000,3390,400001,4000,2,APARTMENT,APARTMENT
AVENUE CIRCULAIRE  104,3,21000,D,196,FOR_SALE,10617085,,Uccle,196,1180,1490000,7602,400001,4000,4,GROUND_FLOOR,APARTMENT
Brugstraat  14,1,41000,F,81,FOR_SALE,10707642,,Geraardsbergen,81,9500,139000,1716,40000,2000,2,APARTMENT,APARTMENT
"Frieslandstraat  4, 1v",2,11002,E,92,FOR_SALE,10708088,,Hoboken,92,2660,169000,1837,11002,2000,3,APARTMENT,APARTMENT
Pieter van Den Bemdenlaan  90,2,11002,F,97,FOR_SALE,10550941,,Edegem,97,2650,279000,2876,11002,2000,3,APARTMENT,APARTMENT
Kroonstraat  1-1001,2,37000,E,70,FOR_SALE,8318012,,Tielt,70,8700,279000,3986,30000,2000,3,APARTMENT,APARTMENT
Hoedhaarstraat  25,2,46000,E,81,FOR_SALE,10668993,,Lokeren,81,9160,279000,3444,40000,2000,3,APARTMENT,APARTMENT
"Rue Suzanne Grégoire  2, 1er dro",2,62000,A,,FOR_SALE,9968088,,Vottem,,4041,279950,157,62000,3000,3,APARTMENT,APARTMENT
Rue Au Bois - Bosstraat  261,3,21000,C,123,FOR_SALE,10642594,,Woluwe-Saint-Pierre,123,1150,435000,3537,400001,4000,4,APARTMENT,APARTMENT
None  None,1,21000,B,82,FOR_SALE,10427960,,Ixelles,82,1050,445000,5427,400001,4000,2,APARTMENT,APARTMENT
None  None,2,21000,C,95,FOR_SALE,10594127,,Uccle,95,1180,445000,4684,400001,4000,3,APARTMENT,APARTMENT
Vieux Chemin de Seneffe  18,3,25072,B,125,FOR_SALE,10294896,,25072,125,1400,445000,3560,20002,3000,4,APARTMENT,APARTMENT
Leopoldlaan  118,2,35013,C,75,FOR_SALE,10702475,,Middelkerke,75,8430,245000,3267,30000,2000,3,APARTMENT,APARTMENT
None  None,1,21000,D,42,FOR_SALE,10702881,,Ixelles,42,1050,250000,5952,400001,4000,2,APARTMENT,APARTMENT
Sylvain Dupuisstraat  56,2,31000,B,65,FOR_SALE,10704191,,Knokke-Heist,65,8300,627000,9646,30000,2000,3,APARTMENT,APARTMENT
Zeedijk  613,3,31000,F,88,FOR_SALE,10534491,,Knokke-Heist,88,8300,980000,11136,30000,2000,4,APARTMENT,APARTMENT
Rue du Rempart des Moines  14,1,21000,C,60,FOR_SALE,10363586,,Bruxelles,60,1000,251500,4192,400001,4000,2,APARTMENT,APARTMENT
Rue Solleveld  19,1,21000,B,63,FOR_SALE,10561190,,Woluwe-Saint-Lambert,63,1200,255000,4048,400001,4000,2,APARTMENT,APARTMENT
Markt  18,2,31000,D,71,FOR_SALE,10409001,,Veldegem,71,8210,255000,3592,30000,2000,3,APARTMENT,APARTMENT
Leiedam  36,1,44000,F,,FOR_SALE,10670981,,Deinze,,9800,255000,48708,40000,2000,2,APARTMENT,APARTMENT
Rue du Rempart des Moines  14,1,21000,C,60,FOR_SALE,10365023,,Bruxelles,60,1000,256500,4275,400001,4000,2,APARTMENT,APARTMENT
Kolonel Bourgstraat  135,3,21000,E,110,FOR_SALE,10653679,,Evere,110,1140,462000,4200,400001,4000,4,APARTMENT,APARTMENT
None  None,2,21000,E,130,FOR_SALE,10622681,,Uccle,130,1180,495000,3808,400001,4000,3,APARTMENT,APARTMENT
None  None,2,21000,D,85,FOR_SALE,10530220,,Bruxelles,85,1000,498000,5859,400001,4000,3,APARTMENT,APARTMENT
Victorielaan  47,2,11002,F,120,FOR_SALE,10507695,,SINT-ANTONIUS,120,2980,499000,4158,11002,2000,3,APARTMENT,APARTMENT
None  None,1,11002,B,75,FOR_SALE,10522786,,11002,75,2000,520000,6933,11002,2000,2,APARTMENT,APARTMENT
Kardinaal Mercierlaan  78,3,24000,C,130,FOR_SALE,10654229,,Leuven,130,3001,448000,3446,20001,2000,4,APARTMENT,APARTMENT
None  None,4,25072,B,180,FOR_SALE,10435290,,25072,180,1400,449000,2494,20002,3000,5,DUPLEX,APARTMENT
Zeedijk  384,2,38000,F,,FOR_SALE,10478429,,Koksijde,,8670,449000,1262,30000,2000,3,APARTMENT,APARTMENT
None  None,2,21000,C,83,FOR_SALE,10669933,,Uccle,83,1180,450000,5422,400001,4000,3,APARTMENT,APARTMENT
Avenue de la Charmille  16,0,21000,C,34,FOR_SALE,10557322,,Woluwe-Saint-Lambert,34,1200,145000,4265,400001,4000,1,FLAT_STUDIO,APARTMENT
None  None,2,53053,C,100,FOR_SALE,10154375,,Boussu,100,7301,145000,1450,50000,3000,3,APARTMENT,APARTMENT
"Breughelpark  5,35",2,23000,F,76,FOR_SALE,10498667,,Zellik,76,1731,149000,1961,20001,2000,3,APARTMENT,APARTMENT
"Zandheuvel  H,1",1,35013,C,65,FOR_SALE,10346329,,Bredene,65,8450,149000,2292,30000,2000,2,APARTMENT,APARTMENT
None  None,1,21000,D,65,FOR_SALE,10376792,,Evere,65,1140,150000,2308,400001,4000,2,APARTMENT,APARTMENT
"Haenebrouckstraat  1,23",3,35013,C,130,FOR_SALE,9112347,,Gistel,130,8470,350000,2692,30000,2000,4,APARTMENT,APARTMENT
Bloemendalestraat  117,2,31000,D,120,FOR_SALE,10395521,,Beernem,120,8730,350000,2917,30000,2000,3,APARTMENT,APARTMENT
Kerkstraat  21,3,35013,E,129,FOR_SALE,9910735,,Gistel,129,8470,350065,2714,30000,2000,4,APARTMENT,APARTMENT
None  None,2,21000,B,88,FOR_SALE,10668832,,Sint-Agatha-Berchem,88,1082,355000,4034,400001,4000,3,APARTMENT,APARTMENT
Hendrik Schoofsstraat  42,3,11002,D,140,FOR_SALE,10576406,,Brecht,140,2960,358000,2557,11002,2000,4,APARTMENT,APARTMENT
"Kerkstraat  6,0602",3,35013,B,145,FOR_SALE,10671393,,Wenduine,145,8420,569000,3924,30000,2000,4,APARTMENT,APARTMENT
None  None,3,21000,E,160,FOR_SALE,10338328,,Forest,160,1190,575000,3594,400001,4000,4,APARTMENT,APARTMENT
None  None,2,31000,D,90,FOR_SALE,10663660,,Knokke-Heist,90,8300,575000,6389,30000,2000,3,APARTMENT,APARTMENT
"Leopoldlaan  104,",2,31000,B,73,FOR_SALE,10626089,,Knokke-Heist,73,8300,579000,7932,30000,2000,3,APARTMENT,APARTMENT
None  None,2,21000,C,159,FOR_SALE,10570203,,Forest,159,1190,710000,4465,400001,4000,3,DUPLEX,APARTMENT
None  None,2,31000,E,86,FOR_SALE,10656338,,Knokke-Heist,86,8300,720000,8372,30000,2000,3,APARTMENT,APARTMENT
Vaartkom  29/35,3,24000,C,141,FOR_SALE,10430702,,Leuven,141,3000,732021,5192,20001,2000,4,PENTHOUSE,APARTMENT
None  None,2,31000,F,87,FOR_SALE,10638860,,Knokke-Heist,87,8300,999000,11483,30000,2000,3,APARTMENT,APARTMENT
None  None,3,31000,D,82,FOR_SALE,10668928,,Knokke-Heist,82,8300,1085000,13232,30000,2000,4,PENTHOUSE,APARTMENT
"Visigath  1,31",2,64074,F,92,FOR_SALE,10698399,,64074,92,4300,185000,2011,62000,3000,3,APARTMENT,APARTMENT
Rue de Lillois  None,3,25072,D,116,FOR_SALE,10697195,,Lillois-Witterzée,116,1428,528000,4552,20002,3000,4,APARTMENT,APARTMENT
Plantin en Moretuslei  155,1,11002,E,64,FOR_SALE,10701379,,Borgerhout,64,2140,150000,2344,11002,2000,2,APARTMENT,APARTMENT
"Kromme-Elleboogstraat  3,5",1,11002,E,59,FOR_SALE,10699969,,11002,59,2000,232500,3941,11002,2000,2,APARTMENT,APARTMENT
Olmstraat  186,2,23000,E,96,FOR_SALE,10662395,,Vilvoorde,96,1800,299000,3115,20001,2000,3,APARTMENT,APARTMENT
Schoolstraat  2B,4,41000,F,177,FOR_SALE,10498286,,Sint-Lievens-Houtem,177,9520,299000,1689,40000,2000,5,DUPLEX,APARTMENT
Zoutelaan  100/102,3,31000,E,154,FOR_SALE,10605170,,Knokke-Heist,154,8300,2360000,15325,30000,2000,4,APARTMENT,APARTMENT
None  None,3,31000,B,110,FOR_SALE,10264619,,Knokke-Heist,110,8300,2395000,21773,30000,2000,4,APARTMENT,APARTMENT
None  None,3,31000,D,122,FOR_SALE,10565903,,Knokke-Heist,122,8300,2595000,21270,30000,2000,4,APARTMENT,APARTMENT
None  None,3,31000,C,106,FOR_SALE,10277168,,Knokke-Heist,106,8300,2700000,25472,30000,2000,4,APARTMENT,APARTMENT
None  None,4,11002,B,394,FOR_SALE,10136277,,11002,394,2000,2950000,7487,11002,2000,5,PENTHOUSE,APARTMENT
Jozef Jennesstraat  18,3,11002,E,140,FOR_SALE,10706866,,Schoten,140,2900,289000,2064,11002,2000,4,DUPLEX,APARTMENT
None  None,2,52000,E,110,FOR_SALE,10627799,,FELUY,110,7181,298500,2714,50000,3000,3,GROUND_FLOOR,APARTMENT
Quai de Rome  108,2,62000,A,125,FOR_SALE,10705881,,62000,125,4000,381000,3048,62000,3000,3,APARTMENT,APARTMENT
Guldenvliesstraat  7-11,1,11002,C,65,FOR_SALE,10490595,,Berchem,65,2600,337000,5185,11002,2000,2,APARTMENT,APARTMENT
Rue de l'Hôtel de Ville  14,1,62000,C,50,FOR_SALE,10588537,,62000 Angleur,50,4031,139000,2780,62000,3000,2,APARTMENT,APARTMENT
None  None,2,54007,C,70,FOR_SALE,9820930,,54007,70,7700,139000,1986,50000,3000,3,DUPLEX,APARTMENT
"Eduard Hammanstraat  18,",2,35013,F,62,FOR_SALE,10632360,,35013e,62,8400,146000,2355,30000,2000,3,APARTMENT,APARTMENT
Rue Tramaka  10,2,92000,B,82,FOR_SALE,10630943,,SEILLES,82,5300,212500,2591,90000,3000,3,APARTMENT,APARTMENT
Parc Des Saules  7,2,25072,C,72,FOR_SALE,10453116,,Wavre,72,1300,215000,2986,20002,3000,3,APARTMENT,APARTMENT
Rue Cote d'Or  182,2,62000,B,77,FOR_SALE,10615235,,Liege,77,4000,215000,2792,62000,3000,3,APARTMENT,APARTMENT
None  None,0,62000,C,,FOR_SALE,9700104,,62000,104,4000,395891,3807,62000,3000,1,APARTMENT_GROUP,APARTMENT_GROUP
K. Deswertlaan  50,3,31000,F,,FOR_SALE,10669604,,Blankenberge,107,8370,345000,3224,30000,2000,4,APARTMENT_GROUP,APARTMENT_GROUP
George Ferréstraat  None,0,23000,F,,FOR_SALE,8669581,,Machelen,92,1830,282500,3071,20001,2000,1,APARTMENT_GROUP,APARTMENT_GROUP
None  None,3,21000,E,177,FOR_SALE,10679269,,Bruxelles,177,1000,1445000,8164,400001,4000,4,APARTMENT,APARTMENT
None  None,5,21000,D,270,FOR_SALE,10691286,,Schaerbeek,270,1030,435000,1611,400001,4000,6,APARTMENT,APARTMENT
None  None,3,21000,C,208,FOR_SALE,10691504,,Uccle,208,1180,545000,2620,400001,4000,4,APARTMENT,APARTMENT
Rue du Luxembourg  71  73,2,83000,C,,FOR_SALE,10678949,,Marche-en-Famenne,92,6900,311500,3386,80000,3000,3,APARTMENT_GROUP,APARTMENT_GROUP
None  None,1,62000,B,62,FOR_SALE,10658471,,62000,62,4000,141952,2290,62000,3000,2,APARTMENT,APARTMENT
"Wouter Haecklaan  8,18",2,11002,D,90,FOR_SALE,10641611,,Deurne,90,2100,244500,2717,11002,2000,3,APARTMENT,APARTMENT
Van Schoorstraat  52,2,21000,D,116,FOR_SALE,10356261,,Schaerbeek,116,1030,245000,2112,400001,4000,3,APARTMENT,APARTMENT
"53053eigneur Van Waeyenberghlaan  8,17",0,24000,C,48,FOR_SALE,10675232,,Leuven,48,3000,245000,5104,20001,2000,1,FLAT_STUDIO,APARTMENT
Residentie Beatrijs  85,3,24000,D,92,FOR_SALE,10671834,,Tienen,92,3300,200000,2174,20001,2000,4,APARTMENT,APARTMENT
Roederdelft  13,2,11002,D,67,FOR_SALE,10614748,,Merksem,67,2170,205000,3060,11002,2000,3,APARTMENT,APARTMENT
Baerdonckstraat  1,2,42000,E,89,FOR_SALE,10576654,,Wetteren,89,9230,205000,2303,40000,2000,3,APARTMENT,APARTMENT
Kapelstraat  275,2,35013,F,75,FOR_SALE,10668708,,Bredene,75,8450,209000,2787,30000,2000,3,APARTMENT,APARTMENT
Generaal Slingeneyerlaan  120,2,11002,E,71,FOR_SALE,10707000,,Deurne,71,2100,195000,2746,11002,2000,3,APARTMENT,APARTMENT
Generaal Slingeneyerlaan  120,2,11002,E,70,FOR_SALE,10707001,,Deurne,70,2100,198000,2829,11002,2000,3,APARTMENT,APARTMENT
Rue du Vieux Marche aux Grains  43,4,21000,C,160,FOR_SALE,10708056,,Bruxelles,160,1000,655000,4094,400001,4000,5,DUPLEX,APARTMENT
Situé à Pont-à-Celles  .,2,25072,C,125,FOR_SALE,10679865,,25072,125,1400,199000,1592,20002,3000,3,APARTMENT,APARTMENT
Middelweg  42,2,24000,E,64,FOR_SALE,10666241,,Heverlee,64,3001,280000,4375,20001,2000,3,APARTMENT,APARTMENT
Blankenbergse Steenweg  20,1,31000,C,84,FOR_SALE,10445577,,Brugge,84,8000,280000,3333,30000,2000,2,GROUND_FLOOR,APARTMENT
avenue de la Sarriette  56,3,21000,B,105,FOR_SALE,10666356,,Laeken,105,1020,285000,2714,400001,4000,4,APARTMENT,APARTMENT
Rue de l'Etoile  136,2,21000,D,77,FOR_SALE,10633317,,Uccle,77,1180,285000,3701,400001,4000,3,APARTMENT,APARTMENT
Havermarkt  30,3,71000,C,165,FOR_SALE,10593822,,Hasselt,165,3500,445000,2697,70000,2000,9,APARTMENT,APARTMENT
None  None,4,23000,F,145,FOR_SALE,10636465,,Kraainem,145,1950,450000,3103,20001,2000,5,APARTMENT,APARTMENT
None  None,3,21000,F,157,FOR_SALE,10605078,,Molenbeek-Saint-Jean,157,1080,475000,3025,400001,4000,4,APARTMENT,APARTMENT
None  None,2,21000,E,157,FOR_SALE,10605075,,Molenbeek-Saint-Jean,157,1080,475000,3025,400001,4000,3,APARTMENT,APARTMENT
Place Henri Delor  58,1,25072,A,60,FOR_SALE,10467653,,Rebecq-Rognon,60,1430,169500,2825,20002,3000,2,APARTMENT,APARTMENT
"Rue des Viaducs  , A2.01",2,53053,B,81,FOR_SALE,10661982,,NIMY,81,7020,219000,2704,50000,3000,3,APARTMENT,APARTMENT
Zandstraat  37,2,71000,F,90,FOR_SALE,10552089,,KWAADMECHELEN,90,3945,245000,2722,70000,2000,3,GROUND_FLOOR,APARTMENT
Zandstraat  37,2,71000,F,90,FOR_SALE,10552088,,KWAADMECHELEN,90,3945,245000,2722,70000,2000,3,APARTMENT,APARTMENT
Kattestraat  41,1,44000,C,73,FOR_SALE,10655871,,Deinze,73,9800,247500,3390,40000,2000,2,APARTMENT,APARTMENT
Avenue Brugmann  328,1,21000,E,60,FOR_SALE,10371204,,Uccle,60,1180,258000,4300,400001,4000,2,APARTMENT,APARTMENT
Avenue de l'Exposition  442,2,21000,B,83,FOR_SALE,10516364,,Jette,83,1090,259000,3120,400001,4000,3,APARTMENT,APARTMENT
Ertbrandstraat  274,3,11002,E,100,FOR_SALE,10663683,,Kapellen,100,2950,259000,2590,11002,2000,4,APARTMENT,APARTMENT
Rue Nouvelle  46,2,81001,C,90,FOR_SALE,10633373,,81001,90,6700,259000,2878,80000,3000,3,APARTMENT,APARTMENT
Sint-Amandsstraat  108-110,2,36000,C,95,FOR_SALE,10511795,,Roeselare,95,8800,259000,2726,30000,2000,3,APARTMENT,APARTMENT
Avenue Reine Astrid  18,2,25072,C,115,FOR_SALE,10606402,,La Hulpe,115,1310,558000,4852,20002,3000,3,DUPLEX,APARTMENT
None  None,3,21000,F,172,FOR_SALE,10657944,,Uccle,172,1180,599000,3483,400001,4000,4,APARTMENT,APARTMENT
"Waterjufferstraat  3, 5",2,13000,F,237,FOR_SALE,10668195,,Turnhout,237,2300,865000,3650,11002,2000,3,PENTHOUSE,APARTMENT
Blekerijstraat  111,3,31000,F,,FOR_SALE,10601660,,Brugge,,8000,1195000,973,30000,2000,14,PENTHOUSE,APARTMENT
"Cardenberch  1,01.03",2,24000,F,137,FOR_SALE,10605440,,Leuven,137,3000,450000,3285,20001,2000,3,DUPLEX,APARTMENT
Lange Herentalsestraat  105,3,11002,F,136,FOR_SALE,10599329,,11002,136,2018,454000,3338,11002,2000,4,APARTMENT,APARTMENT
"Lange Heergracht  2,102",3,12000,C,133,FOR_SALE,10663516,,Mechelen,133,2800,459000,3451,11002,2000,4,APARTMENT,APARTMENT
None  None,3,21000,D,118,FOR_SALE,10643325,,Ixelles,118,1050,465000,3941,400001,4000,4,TRIPLEX,APARTMENT
Quai de l'Ourthe  15,1,83000,D,70,FOR_SALE,10639241,,Marche-en-Famenne,70,6900,150000,2143,80000,3000,2,APARTMENT,APARTMENT
Quai de l'Ourthe  15,1,83000,D,70,FOR_SALE,10605354,,La Roche-en-Ardenne,70,6980,150000,2143,80000,3000,2,APARTMENT,APARTMENT
Avenue Jules Génicot  14,1,21000,B,37,FOR_SALE,10645609,,Auderghem,37,1160,155000,4189,400001,4000,2,PENTHOUSE,APARTMENT
None  None,0,38000,C,,FOR_SALE,10460835,,Oostduinkerke,,8670,155000,689,30000,2000,1,FLAT_STUDIO,APARTMENT
"Haenebrouckstraat  1,13",3,35013,F,129,FOR_SALE,9552587,,Gistel,129,8470,358500,2779,30000,2000,4,APARTMENT,APARTMENT
Ernest Salustraat  95,3,21000,B,135,FOR_SALE,10641059,,Laeken,135,1020,359000,2659,400001,4000,4,DUPLEX,APARTMENT
None  None,2,21000,B,90,FOR_SALE,10671715,,Woluwe-Saint-Lambert,90,1200,360000,4000,400001,4000,3,APARTMENT,APARTMENT
"Half Daghmael  6,103",2,24000,B,100,FOR_SALE,10561188,,Herent,100,3020,360000,3600,20001,2000,3,APARTMENT,APARTMENT
None  None,2,21000,B,139,FOR_SALE,10633723,,Ixelles,139,1050,585000,4209,400001,4000,3,APARTMENT,APARTMENT
None  None,2,21000,F,140,FOR_SALE,10672155,,Saint-Gilles,140,1060,595000,4250,400001,4000,3,APARTMENT,APARTMENT
